uni_code,name,prov,city,level,kind,nature
6126,西安财经大学,陕西,,普通本科,,公办
2446,西安财经大学行知学院,陕西,,民办/独立学院,,民办
6120,西安邮电大学,陕西,,普通本科,,公办
6167,西安铁路职业技术学院,陕西,,普通本科,,公办
3456,西安音乐学院,陕西,,普通本科,,公办
2454,西安高新科技职业学院,陕西,,民办/独立学院,,民办
5129,西昌学院,四川,,普通本科,,公办
2505,西昌民族幼儿师范高等专科学校,四川,,普通本科,,公办
69,西湖大学,浙江,,民办/独立学院,,民办
5407,西藏农牧大学,西藏,,普通本科,,公办
1674,西藏农牧学院,,,普通本科,,
5401,西藏大学,西藏,,211,,公办
5402,西藏民族大学,陕西,,普通本科,,公办
8826,西藏职业技术学院,西藏,,普通本科,,公办
5403,西藏藏医药大学,西藏,,普通本科,,公办
6040,许昌学院,河南,,普通本科,,公办
6276,许昌职业技术学院,河南,,普通本科,,公办
6505,豫北医学院,河南,,民办/独立学院,,民办
3674,豫章师范学院,江西,,普通本科,,公办
5204,贵州中医药大学,贵州,,普通本科,,公办
5210,贵州中医药大学时珍学院,贵州,,民办/独立学院,,民办
5219,贵州交通职业大学,贵州,,普通本科,,公办
5283,贵州传媒职业学院,贵州,,普通本科,,公办
5269,贵州健康职业学院,贵州,,普通本科,,公办
5261,贵州农业职业学院,贵州,,普通本科,,公办
5202,贵州医科大学,贵州,,普通本科,,公办
5229,贵州医科大学神奇民族医药学院,贵州,,民办/独立学院,,民办
5239,贵州商学院,贵州,,普通本科,,公办
5243,贵州城市职业学院,贵州,,民办/独立学院,,民办
2305,贵州大学,贵州,,211,,公办
5224,贵州工业职业技术学院,贵州,,普通本科,,公办
5248,贵州工商职业学院,贵州,,民办/独立学院,,民办
5238,贵州工程应用技术学院,贵州,,普通本科,,公办
5262,贵州工程职业学院,贵州,,民办/独立学院,,民办
5267,贵州工贸职业学院,贵州,,民办/独立学院,,民办
5205,贵州师范大学,贵州,,普通本科,,公办
5244,贵州师范学院,贵州,,普通本科,,公办
8173,贵州应用技术职业学院,贵州,,民办/独立学院,,民办
735,贵州建设职业技术学院,贵州,,普通本科,,公办
5279,贵州护理职业技术学院,贵州,,普通本科,,公办
756,贵州文化旅游职业学院,贵州,,普通本科,,公办
5251,贵州机电职业技术学院,贵州,,普通本科,,公办
5209,贵州民族大学,贵州,,普通本科,,公办
5281,贵州民用航空职业学院,贵州,,民办/独立学院,,民办
8171,贵州水利水电职业技术学院,贵州,,普通本科,,公办
5220,贵州理工学院,贵州,,普通本科,,公办
5286,贵州生态能源职业学院,贵州,,普通本科,,公办
5228,贵州电子信息职业技术学院,贵州,,普通本科,,公办
724,贵州电子商务职业技术学院,贵州,,普通本科,,公办
723,贵州电子科技职业学院,贵州,,普通本科,,公办
5273,贵州盛华职业学院,贵州,,民办/独立学院,,民办
5247,贵州经贸职业技术学院,贵州,,普通本科,,公办
5272,贵州职业技术学院,贵州,,普通本科,,公办
5218,贵州航天职业技术学院,贵州,,普通本科,,公办
5252,贵州航空职业技术学院,贵州,,普通本科,,公办
763,贵州装备制造职业学院,贵州,,普通本科,,公办
5220,贵州警察学院,贵州,,普通本科,,公办
5205,贵州财经大学,贵州,,普通本科,,公办
5280,贵州财经职业学院,贵州,,普通本科,,公办
5235,贵州轻工职业大学,贵州,,普通本科,,公办
5282,贵州铜仁数据职业学院,贵州,,民办/独立学院,,民办
752,贵州食品工程职业学院,贵州,,普通本科,,公办
6900,贵州黔南科技学院,贵州,,民办/独立学院,,民办
5211,贵州黔南经济学院,贵州,,民办/独立学院,,民办
712,贵阳人文科技学院,贵州,,民办/独立学院,,民办
5231,贵阳信息科技学院,贵州,,民办/独立学院,,民办
5215,贵阳学院,贵州,,普通本科,,公办
5256,贵阳幼儿师范高等专科学校,贵州,,普通本科,,公办
5253,贵阳康养职业大学,贵州,,普通本科,,公办
5242,贵阳职业技术学院,贵州,,普通本科,,公办
5535,贺州学院,广西,,普通本科,,公办
8532,资阳口腔职业学院,四川,,民办/独立学院,,民办
8531,资阳环境科技职业学院,四川,,民办/独立学院,,民办
3624,赣东学院,江西,,普通本科,,公办
3815,赣东职业技术学院,江西,,民办/独立学院,,民办
3608,赣南医科大学,江西,,普通本科,,公办
1319,赣南卫生健康职业学院,江西,,普通本科,,公办
4305,赣南师范大学,江西,,普通本科,,公办
1986,赣南师范大学科技学院,江西,,普通本科,,民办
6695,赣南科技学院,江西,,普通本科,,公办
8129,赣州职业技术学院,江西,,普通本科,,公办
3666,赣西科技职业学院,江西,,民办/独立学院,,民办
312,赤峰学院,内蒙古,,普通本科,,公办
1522,赤峰工业职业技术学院,内蒙古,,普通本科,,公办
233,赤峰应用技术职业学院,内蒙古,,普通本科,,公办
3615,辽东学院,辽宁,,普通本科,,公办
3575,辽宁中医药大学,辽宁,,普通本科,,公办
1510,辽宁中医药大学杏林学院,辽宁,,民办/独立学院,,民办
2162,辽宁传媒学院,辽宁,,民办/独立学院,,民办
2196,辽宁何氏医学院,辽宁,,民办/独立学院,,民办
2146,辽宁农业职业技术学院,辽宁,,普通本科,,公办
1505,辽宁冶金职业技术学院,辽宁,,普通本科,,公办
1506,辽宁医药职业学院,辽宁,,普通本科,,公办
1470,辽宁地质工程职业学院,辽宁,,普通本科,,公办
2153,辽宁大学,辽宁,,211,,公办
2147,辽宁对外经贸学院,辽宁,,民办/独立学院,,民办
3540,辽宁工业大学,辽宁,,普通本科,,公办
2107,辽宁工程技术大学,辽宁,,普通本科,,公办
1473,辽宁工程职业学院,辽宁,,普通本科,,公办
3520,辽宁师范大学,辽宁,,普通本科,,公办
1496,辽宁师范大学海华学院,辽宁,,民办/独立学院,,民办
1034,辽宁师范高等专科学校,辽宁,,普通本科,,公办
2142,辽宁广告职业学院,辽宁,,民办/独立学院,,民办
1480,辽宁建筑职业学院,辽宁,,普通本科,,公办
2140,辽宁机电职业技术学院,辽宁,,普通本科,,公办
7077,辽宁民族师范高等专科学校,辽宁,,普通本科,,公办
1501,辽宁特殊教育师范高等专科学校,辽宁,,普通本科,,公办
1504,辽宁现代服务职业技术学院,辽宁,,普通本科,,公办
2150,辽宁理工学院,辽宁,,民办/独立学院,,民办
1488,辽宁理工职业大学,辽宁,,民办/独立学院,,民办
1974,辽宁生态工程职业学院,辽宁,,普通本科,,公办
2135,辽宁省交通高等专科学校,辽宁,,普通本科,,公办
2167,辽宁石化职业技术学院,辽宁,,普通本科,,公办
2790,辽宁石油化工大学,辽宁,,普通本科,,公办
2106,辽宁科技大学,辽宁,,普通本科,,公办
3515,辽宁科技学院,辽宁,,普通本科,,公办
1482,辽宁经济职业技术学院,辽宁,,普通本科,,公办
2156,辽宁职业学院,辽宁,,普通本科,,公办
9469,辽宁装备制造职业技术学院,辽宁,,普通本科,,公办
,辽宁警察学院,辽宁,,普通本科,,公办
1466,辽宁财贸学院,辽宁,,民办/独立学院,,民办
8238,辽宁轨道交通职业学院,辽宁,,普通本科,,公办
1491,辽宁轻工职业学院,辽宁,,普通本科,,公办
1481,辽宁金融职业学院,辽宁,,普通本科,,公办
9466,辽宁铁道职业技术学院,辽宁,,普通本科,,公办
4077,辽河石油职业技术学院,辽宁,,普通本科,,公办
2229,辽源职业技术学院,吉林,,普通本科,,公办
1512,辽阳职业技术学院,辽宁,,普通本科,,公办
,达州中医药职业学院,四川,,普通本科,,公办
5144,达州职业技术学院,四川,,普通本科,,公办
3380,运城学院,山西,,普通本科,,公办
1822,运城师范高等专科学校,,,普通本科,,
1455,运城幼儿师范高等专科学校,山西,,普通本科,,公办
1454,运城护理职业学院,山西,,普通本科,,公办
8438,运城职业技术大学,山西,,民办/独立学院,,民办
7125,连云港师范学院,江苏,,普通本科,,公办
8507,连云港职业技术学院,江苏,,普通本科,,公办
2327,通化医药健康职业学院,吉林,,普通本科,,公办
2209,通化师范学院,吉林,,普通本科,,公办
2328,通辽职业学院,内蒙古,,普通本科,,公办
2234,遂宁工程职业学院,四川,,民办/独立学院,,民办
8439,遂宁职业学院,四川,,民办/独立学院,,民办
5190,遵义医科大学,贵州,,普通本科,,公办
5213,遵义医科大学医学与科技学院,贵州,,民办/独立学院,,民办
5245,遵义医药高等专科学校,贵州,,普通本科,,公办
5206,遵义师范学院,贵州,,普通本科,,公办
5223,遵义职业技术学院,贵州,,普通本科,,公办
1352,邢台医学院,河北,,普通本科,,公办
1307,邢台学院,河北,,普通本科,,公办
2576,邢台应用技术职业学院,河北,,普通本科,,民办
2575,邢台新能源职业学院,河北,,普通本科,,民办
1306,邯郸学院,河北,,普通本科,,公办
830,邯郸幼儿师范高等专科学校,河北,,普通本科,,公办
2258,邯郸应用技术职业学院,河北,,普通本科,,民办
514,邯郸科技职业学院,河北,,普通本科,,公办
1323,邯郸职业技术学院,河北,,普通本科,,公办
4317,邵阳学院,湖南,,普通本科,,公办
2080,邵阳工业职业技术学院,湖南,,普通本科,,公办
2082,邵阳职业技术学院,湖南,,普通本科,,公办
2625,郑州信息工程职业学院,河南,,普通本科,,民办
4186,郑州健康学院,河南,,民办/独立学院,,民办
2880,郑州医药健康职业学院,河南,,民办/独立学院,,民办
6195,郑州升达经贸管理学院,河南,,民办/独立学院,,民办
6538,郑州卫生健康职业学院,河南,,普通本科,,公办
4174,郑州商学院,河南,,民办/独立学院,,民办
2620,郑州商贸旅游职业学院,河南,,普通本科,,民办
2614,郑州城市职业学院,河南,,普通本科,,民办
6000,郑州大学,河南,,211,,公办
,郑州工业安全职业学院,河南,,普通本科,,公办
4152,郑州工业应用技术学院,河南,,民办/独立学院,,民办
4119,郑州工商学院,河南,,民办/独立学院,,民办
6250,郑州工程技术学院,河南,,普通本科,,公办
4159,郑州师范学院,河南,,普通本科,,公办
6231,郑州幼儿师范高等专科学校,河南,,普通本科,,公办
6284,郑州旅游职业学院,河南,,普通本科,,公办
6375,郑州智能科技职业学院,河南,,民办/独立学院,,民办
780,郑州电力职业技术学院,河南,,普通本科,,民办
2925,郑州电力高等专科学校,河南,,普通本科,,公办
2860,郑州科技学院,河南,,民办/独立学院,,民办
6504,郑州经贸学院,河南,,民办/独立学院,,民办
,郑州美术学院,河南,,民办/独立学院,,民办
2882,郑州职业技术学院,河南,,普通本科,,公办
4114,郑州航空工业管理学院,河南,,普通本科,,公办
2624,郑州西亚斯学院,河南,,民办/独立学院,,民办
2859,郑州警察学院,河南,,普通本科,,公办
6379,郑州财税金融职业学院,河南,,普通本科,,公办
4143,郑州财经学院,河南,,民办/独立学院,,民办
4104,郑州轻工业大学,河南,,普通本科,,公办
4243,郑州铁路职业技术学院,河南,,普通本科,,公办
2623,郑州食品工程职业学院,河南,,普通本科,,民办
282,郴州思科职业学院,湖南,,民办/独立学院,,民办
8092,郴州智能科技职业学院,湖南,,民办/独立学院,,民办
4339,郴州职业技术学院,湖南,,普通本科,,公办
465,鄂尔多斯应用技术学院,内蒙古,,普通本科,,公办
335,鄂尔多斯生态环境职业学院,,,普通本科,,
337,鄂尔多斯职业学院,内蒙古,,普通本科,,公办
4239,鄂州职业大学,湖北,,普通本科,,公办
6225,酒泉职业技术大学,甘肃,,普通本科,,公办
7242,重庆三峡医药高等专科学校,重庆,,普通本科,,公办
5009,重庆三峡学院,重庆,,普通本科,,公办
5042,重庆三峡职业学院,重庆,,普通本科,,公办
5070,重庆中医药学院,重庆,,普通本科,,公办
5077,重庆五一职业技术学院,重庆,,普通本科,,公办
5003,重庆交通大学,重庆,,普通本科,,公办
5069,重庆交通职业学院,重庆,,民办/独立学院,,民办
6604,重庆人文科技学院,重庆,,民办/独立学院,,民办
5039,重庆传媒职业学院,重庆,,民办/独立学院,,民办
5037,重庆信息技术职业学院,重庆,,民办/独立学院,,民办
5089,重庆健康职业学院,重庆,,民办/独立学院,,民办
5079,重庆公共运输职业学院,重庆,,民办/独立学院,,民办
,重庆农业职业学院,重庆,,普通本科,,公办
8680,重庆化工职业学院,重庆,,普通本科,,公办
2025,重庆医科大学,重庆,,普通本科,,公办
,重庆医科大学莱斯特大学联合学院,重庆,,普通本科,,中外合作办学
5060,重庆医药高等专科学校,重庆,,普通本科,,公办
5067,重庆商务职业学院,重庆,,普通本科,,公办
5057,重庆城市科技学院,重庆,,民办/独立学院,,民办
5054,重庆城市管理职业学院,重庆,,普通本科,,公办
5054,重庆城市职业学院,重庆,,普通本科,,公办
5042,重庆外语外事学院,重庆,,民办/独立学院,,民办
5001,重庆大学,重庆,,985,,公办
5082,重庆安全技术职业学院,重庆,,普通本科,,公办
5073,重庆安防职业学院,重庆,,民办/独立学院,,民办
5021,重庆对外经贸学院,重庆,,民办/独立学院,,民办
9093,重庆工业职业技术大学,重庆,,普通本科,,公办
7432,重庆工信职业学院,重庆,,普通本科,,公办
2890,重庆工商大学,重庆,,普通本科,,公办
5023,重庆工商大学派斯学院,重庆,,民办/独立学院,,民办
5040,重庆工商职业学院,重庆,,普通本科,,公办
9679,重庆工程学院,重庆,,民办/独立学院,,民办
9094,重庆工程职业技术学院,重庆,,普通本科,,公办
5043,重庆工贸职业技术学院,重庆,,普通本科,,公办
5055,重庆师范大学,重庆,,普通本科,,公办
9877,重庆幼儿师范高等专科学校,重庆,,普通本科,,公办
5056,重庆应用技术职业学院,重庆,,民办/独立学院,,民办
5065,重庆建筑工程职业学院,重庆,,普通本科,,公办
5041,重庆建筑科技职业学院,重庆,,民办/独立学院,,民办
1180,重庆护理职业学院,重庆,,民办/独立学院,,民办
5091,重庆数字产业职业技术学院,重庆,,民办/独立学院,,民办
5084,重庆文化艺术职业学院,重庆,,普通本科,,公办
5008,重庆文理学院,重庆,,普通本科,,公办
5071,重庆旅游职业学院,重庆,,普通本科,,公办
5088,重庆智能工程职业学院,重庆,,民办/独立学院,,民办
5050,重庆机电职业技术大学,重庆,,民办/独立学院,,民办
5047,重庆水利电力职业技术学院,重庆,,普通本科,,公办
5038,重庆海联职业技术学院,重庆,,民办/独立学院,,民办
5072,重庆现代制造职业学院,重庆,,民办/独立学院,,民办
5035,重庆理工大学,重庆,,普通本科,,公办
5086,重庆理工职业学院,重庆,,民办/独立学院,,民办
5078,重庆电信职业学院,重庆,,民办/独立学院,,民办
5050,重庆电力高等专科学校,重庆,,普通本科,,公办
5031,重庆电子科技职业大学,重庆,,普通本科,,公办
5058,重庆电讯职业学院,重庆,,民办/独立学院,,民办
5064,重庆科创职业学院,重庆,,民办/独立学院,,民办
5655,重庆科技大学,重庆,,普通本科,,公办
5085,重庆科技职业学院,重庆,,民办/独立学院,,民办
6889,重庆移通学院,重庆,,民办/独立学院,,民办
,重庆移通学院德国工程学院,重庆,,普通本科,,中外合作办学
5040,重庆第二师范学院,重庆,,普通本科,,公办
5083,重庆经贸职业学院,重庆,,民办/独立学院,,民办
5066,重庆能源职业学院,重庆,,民办/独立学院,,民办
5031,重庆航天职业技术学院,重庆,,普通本科,,公办
5080,重庆艺术工程职业学院,重庆,,民办/独立学院,,民办
6713,重庆财经学院,重庆,,民办/独立学院,,民办
8326,重庆财经职业学院,重庆,,普通本科,,公办
5099,重庆资源与环境保护职业学院,重庆,,民办/独立学院,,民办
5081,重庆轻工职业学院,重庆,,民办/独立学院,,民办
5002,重庆邮电大学,重庆,,普通本科,,公办
5062,重庆青年职业技术学院,重庆,,普通本科,,公办
8295,金华职业技术大学,浙江,,普通本科,,公办
1368,金山职业技术学院,江苏,,民办/独立学院,,民办
2323,金肯职业技术学院,江苏,,普通本科,,民办
5635,金陵科技学院,江苏,,普通本科,,公办
3317,钟山职业技术学院,江苏,,民办/独立学院,,民办
4576,钦州幼儿师范高等专科学校,广西,,普通本科,,公办
2324,铁岭卫生职业学院,辽宁,,普通本科,,公办
2134,铁岭师范高等专科学校,辽宁,,普通本科,,公办
6550,铁门关职业技术学院,新疆,,普通本科,,公办
5695,铜仁学院,贵州,,普通本科,,公办
5258,铜仁幼儿师范高等专科学校,贵州,,普通本科,,公办
5225,铜仁职业技术大学,贵州,,普通本科,,公办
6190,铜川职业技术学院,陕西,,普通本科,,公办
4175,铜陵学院,安徽,,普通本科,,公办
1578,铜陵职业技术学院,安徽,,普通本科,,公办
6412,银川科技学院,宁夏,,民办/独立学院,,民办
2588,银川能源学院,宁夏,,普通本科,,民办
1698,锡林郭勒职业学院,内蒙古,,普通本科,,公办
2117,锦州医科大学,辽宁,,普通本科,,公办
2161,锦州医科大学医疗学院,辽宁,,民办/独立学院,,民办
2145,锦州师范高等专科学校,辽宁,,普通本科,,公办
7122,镇江市高等专科学校,江苏,,普通本科,,公办
2126,长垣烹饪职业技术学院,河南,,普通本科,,民办
6124,长安大学,陕西,,211,,公办
2109,长春东方职业学院,吉林,,普通本科,,民办
3665,长春中医药大学,吉林,,普通本科,,公办
6796,长春人文学院,吉林,,民办/独立学院,,民办
2117,长春信息技术职业学院,吉林,,普通本科,,民办
2268,长春健康职业学院,吉林,,民办/独立学院,,民办
6791,长春光华学院,吉林,,民办/独立学院,,民办
2253,长春医学高等专科学校,吉林,,普通本科,,公办
3625,长春大学,吉林,,普通本科,,公办
6792,长春大学旅游学院,吉林,,民办/独立学院,,民办
3630,长春工业大学,吉林,,普通本科,,公办
2235,长春工业大学人文信息学院,吉林,,民办/独立学院,,民办
3645,长春工程学院,吉林,,普通本科,,公办
3675,长春师范大学,吉林,,普通本科,,公办
230,长春师范高等专科学校,吉林,,普通本科,,公办
6798,长春建筑学院,吉林,,民办/独立学院,,民办
2116,长春数字科技职业学院,吉林,,普通本科,,民办
8084,长春早期教育职业学院,吉林,,民办/独立学院,,民办
7091,长春汽车职业技术大学,吉林,,普通本科,,公办
1745,长春理工大学,吉林,,普通本科,,公办
2241,长春电子科技学院,吉林,,民办/独立学院,,民办
6799,长春科技学院,吉林,,民办/独立学院,,民办
8302,长春职业技术大学,吉林,,普通本科,,公办
2219,长春财经学院,吉林,,民办/独立学院,,民办
7096,长春金融高等专科学校,吉林,,普通本科,,公办
4229,长江大学,湖北,,普通本科,,公办
238,长江大学文理学院,湖北,,民办/独立学院,,民办
4265,长江工程职业技术学院,湖北,,普通本科,,公办
5010,长江师范学院,重庆,,普通本科,,公办
242,长江职业学院,湖北,,普通本科,,公办
8086,长江艺术工程职业学院,湖北,,民办/独立学院,,民办
4368,长沙医学院,湖南,,民办/独立学院,,民办
2125,长沙医药健康职业学院,湖南,,普通本科,,民办
251,长沙南方职业学院,湖南,,民办/独立学院,,民办
8090,长沙卫生职业学院,湖南,,普通本科,,公办
4390,长沙商贸旅游职业技术学院,湖南,,普通本科,,公办
4790,长沙学院,湖南,,普通本科,,公办
1126,长沙工业学院,湖南,,普通本科,,公办
4392,长沙师范学院,湖南,,普通本科,,公办
2123,长沙文创艺术职业学院,湖南,,普通本科,,民办
4330,长沙民政职业技术学院,湖南,,普通本科,,公办
4343,长沙环境保护职业技术学院,湖南,,普通本科,,公办
2300,长沙理工大学,湖南,,普通本科,,公办
243,长沙电力职业技术学院,湖南,,普通本科,,公办
2121,长沙科技职业学院,湖南,,普通本科,,民办
261,长沙职业技术学院,湖南,,普通本科,,公办
4329,长沙航空职业技术学院,湖南,,普通本科,,公办
2120,长沙轨道交通职业学院,湖南,,普通本科,,民办
3395,长治医学院,山西,,普通本科,,公办
3435,长治学院,山西,,普通本科,,公办
205,长治职业技术学院,,,普通本科,,
212,长白山职业技术学院,吉林,,普通本科,,公办
7028,闽北职业技术学院,福建,,普通本科,,公办
3576,闽南师范大学,福建,,普通本科,,公办
1127,闽南理工学院,福建,,民办/独立学院,,民办
1589,闽南科技学院,福建,,民办/独立学院,,民办
3584,闽江学院,福建,,普通本科,,公办
7030,闽江师范高等专科学校,福建,,普通本科,,公办
9766,闽西职业技术学院,福建,,普通本科,,公办
512,阜新高等专科学校,辽宁,,普通本科,,公办
3453,阜阳师范大学,安徽,,普通本科,,公办
3444,阜阳理工学院,安徽,,民办/独立学院,,民办
513,阜阳科技职业学院,安徽,,民办/独立学院,,民办
517,阜阳职业技术学院,安徽,,普通本科,,公办
5490,防灾科技学院,河北,,普通本科,,公办
2671,阳光学院,福建,,民办/独立学院,,民办
2672,阳江职业技术学院,广东,,普通本科,,公办
1476,阳泉师范高等专科学校,山西,,普通本科,,公办
2674,阳泉职业技术学院,山西,,普通本科,,公办
6558,阿克苏工业职业技术学院,新疆,,普通本科,,公办
6545,阿克苏职业技术学院,新疆,,普通本科,,公办
6555,阿勒泰职业技术学院,新疆,,普通本科,,公办
5179,阿坝师范学院,四川,,普通本科,,公办
2,阿坝职业学院,四川,,普通本科,,公办
3,阿拉善职业技术学院,内蒙古,,普通本科,,公办
1551,陆军兵种大学,安徽,,普通本科,,公办
3230,陆军工程大学,江苏,,普通本科,,公办
,陆军步兵学院,,,普通本科,,
6219,陇东学院,甘肃,,普通本科,,公办
6218,陇南师范学院,甘肃,,普通本科,,公办
6173,陕西中医药大学,陕西,,普通本科,,公办
6138,陕西交通职业技术学院,陕西,,普通本科,,公办
1977,陕西国防工业职业技术学院,陕西,,普通本科,,公办
6144,陕西国际商贸学院,陕西,,民办/独立学院,,民办
5335,陕西学前师范学院,陕西,,普通本科,,公办
1333,陕西工业职业技术学院,,,普通本科,,
6178,陕西工商职业学院,陕西,,普通本科,,公办
6111,陕西师范大学,陕西,,211,,公办
6191,陕西旅游烹饪职业学院,陕西,,民办/独立学院,,民办
6143,陕西服装工程学院,陕西,,民办/独立学院,,民办
8367,陕西机电职业技术学院,陕西,,普通本科,,公办
5345,陕西理工大学,陕西,,普通本科,,公办
1972,陕西电子信息职业技术学院,陕西,,民办/独立学院,,民办
6109,陕西科技大学,陕西,,普通本科,,公办
6152,陕西科技大学镐京学院,陕西,,民办/独立学院,,民办
8372,陕西职业技术学院,陕西,,普通本科,,公办
6179,陕西能源职业技术学院,陕西,,普通本科,,公办
6145,陕西航空职业技术学院,陕西,,普通本科,,公办
1995,陕西艺术职业学院,陕西,,普通本科,,公办
6148,陕西警察学院,陕西,,普通本科,,公办
6181,陕西财经职业技术学院,陕西,,普通本科,,公办
6188,陕西邮电职业技术学院,陕西,,普通本科,,公办
6147,陕西铁路工程职业技术学院,陕西,,普通本科,,公办
1990,陕西青年职业学院,陕西,,普通本科,,公办
4262,随州职业技术学院,湖北,,普通本科,,公办
5173,雅安职业技术学院,四川,,普通本科,,公办
7063,集宁师范学院,内蒙古,,普通本科,,公办
3510,集美大学,福建,,普通本科,,公办
3513,集美大学诚毅学院,福建,,民办/独立学院,,民办
7026,集美工业职业学院,福建,,普通本科,,公办
4435,青岛农业大学,山东,,普通本科,,公办
2037,青岛农业大学海都学院,山东,,普通本科,,民办
3748,青岛城市学院,山东,,民办/独立学院,,民办
2205,青岛大学,山东,,普通本科,,公办
3763,青岛工学院,山东,,民办/独立学院,,民办
1210,青岛工程职业学院,山东,,普通本科,,公办
,青岛幼儿师范高等专科学校,山东,,普通本科,,公办
3728,青岛恒星科技学院,山东,,民办/独立学院,,民办
3729,青岛求实职业技术学院,山东,,民办/独立学院,,民办
3737,青岛港湾职业技术学院,山东,,普通本科,,公办
1781,青岛滨海学院,山东,,民办/独立学院,,民办
2410,青岛理工大学,山东,,普通本科,,公办
2394,青岛电影学院,山东,,普通本科,,民办
2275,青岛科技大学,山东,,普通本科,,公办
1800,青岛职业技术学院,山东,,普通本科,,公办
8343,青岛航空科技职业学院,山东,,民办/独立学院,,民办
4320,青岛远洋船员职业学院,山东,,普通本科,,公办
3724,青岛酒店管理职业技术学院,山东,,普通本科,,公办
3731,青岛黄海学院,山东,,民办/独立学院,,民办
6307,青海农牧科技职业学院,青海,,普通本科,,公办
6308,青海卫生职业技术学院,青海,,普通本科,,公办
2125,青海大学,青海,,211,,公办
6304,青海师范大学,青海,,普通本科,,公办
1218,青海建筑职业技术学院,,,普通本科,,
1801,青海柴达木职业技术学院,青海,,普通本科,,公办
6302,青海民族大学,青海,,普通本科,,公办
6313,青海理工学院,青海,,普通本科,,公办
1806,青海职业技术大学,青海,,普通本科,,公办
,青海警官职业学院,青海,,普通本科,,公办
1804,青海高等职业技术学院,青海,,普通本科,,公办
3585,鞍山师范学院,辽宁,,普通本科,,公办
51,鞍山职业技术学院,辽宁,,普通本科,,公办
4855,韩山师范学院,广东,,普通本科,,公办
4435,韶关学院,广东,,普通本科,,公办
2144,顺德职业技术大学,广东,,普通本科,,公办
5,首都体育学院,北京,,普通本科,,公办
2200,首都医科大学,北京,,普通本科,,公办
1052,首都师范大学,北京,,普通本科,,公办
2045,首都师范大学科德学院,北京,,普通本科,,民办
2500,首都经济贸易大学,北京,,普通本科,,公办
,首都经济贸易大学密云分校,北京,,普通本科,,公办
1109,首钢工学院,北京,,普通本科,,公办
2557,香港中文大学,香港,,普通本科,,公办
2558,香港中文大学(深圳),广东,,普通本科,,内地与港澳台地区合作办学
2546,香港城市大学,香港,,普通本科,,公办
9106,香港城市大学(东莞),广东,,普通本科,,内地与港澳台地区合作办学
1713,香港珠海学院,香港,,普通本科,,民办
2552,香港科技大学(广州),广东,,普通本科,,内地与港澳台地区合作办学
6816,马鞍山学院,安徽,,民办/独立学院,,民办
9365,马鞍山师范高等专科学校,安徽,,普通本科,,公办
1068,马鞍山职业技术学院,,,普通本科,,
1962,驻马店职业技术学院,河南,,普通本科,,公办
4480,鲁东大学,山东,,普通本科,,公办
1059,鲁迅美术学院,辽宁,,普通本科,,公办
2271,鹤壁汽车工程职业学院,河南,,普通本科,,民办
1598,鹤壁职业技术学院,河南,,普通本科,,公办
665,鹤壁能源化工职业学院,河南,,普通本科,,公办
8188,鹤岗师范高等专科学校,黑龙江,,普通本科,,公办
3006,鹰潭卫生职业学院,江西,,民办/独立学院,,民办
10514,黄冈师范学院,湖北,,普通本科,,公办
8244,黄冈科技职业学院,湖北,,民办/独立学院,,民办
4243,黄冈职业技术学院,湖北,,普通本科,,公办
2297,黄山健康职业学院,安徽,,民办/独立学院,,民办
834,黄山学院,安徽,,普通本科,,公办
3461,黄山职业技术学院,安徽,,普通本科,,公办
6226,黄河交通学院,河南,,民办/独立学院,,民办
4148,黄河水利职业技术大学,河南,,普通本科,,公办
2296,黄河科技学院,河南,,普通本科,,民办
4158,黄淮学院,河南,,普通本科,,公办
9375,黎明职业大学,福建,,普通本科,,公办
3735,黑河学院,黑龙江,,普通本科,,公办
996,黑龙江三江美术职业学院,黑龙江,,民办/独立学院,,民办
978,黑龙江东方学院,黑龙江,,民办/独立学院,,民办
2610,黑龙江中医药大学,黑龙江,,普通本科,,公办
2362,黑龙江交通职业技术学院,黑龙江,,普通本科,,公办
1601,黑龙江八一农垦大学,黑龙江,,普通本科,,公办
8379,黑龙江农业工程职业学院,黑龙江,,普通本科,,公办
2341,黑龙江农业经济职业学院,黑龙江,,普通本科,,公办
995,黑龙江农业职业技术学院,黑龙江,,普通本科,,公办
8381,黑龙江农垦职业学院,黑龙江,,普通本科,,公办
671,黑龙江冰雪体育职业学院,黑龙江,,普通本科,,公办
2362,黑龙江司法警官职业学院,黑龙江,,普通本科,,公办
997,黑龙江商业职业学院,黑龙江,,普通本科,,公办
2354,黑龙江外国语学院,黑龙江,,民办/独立学院,,民办
3695,黑龙江大学,黑龙江,,普通本科,,公办
8386,黑龙江工业学院,黑龙江,,普通本科,,公办
981,黑龙江工商学院,黑龙江,,民办/独立学院,,民办
2317,黑龙江工程学院,黑龙江,,普通本科,,公办
980,黑龙江工程学院昆仑旅游学院,黑龙江,,民办/独立学院,,民办
2373,黑龙江幼儿师范高等专科学校,黑龙江,,普通本科,,公办
2323,黑龙江建筑职业技术学院,黑龙江,,普通本科,,公办
2376,黑龙江护理高等专科学校,黑龙江,,普通本科,,公办
989,黑龙江旅游职业技术学院,黑龙江,,普通本科,,公办
2342,黑龙江林业职业技术学院,黑龙江,,普通本科,,公办
990,黑龙江民族职业学院,黑龙江,,普通本科,,公办
2336,黑龙江生态工程职业学院,黑龙江,,普通本科,,公办
